Date,VTSAX,VWUAX,VWNAX,VEXRX,VSEQX,VWILX,VTRIX,VTIAX,VUSFX,VMLUX,VWIUX,VWLUX
7/27/2018,70.66,108.55,68.66,101.26,36,101.59,39.32,29.74,19.94,10.86,13.9,11.41
7/30/2018,70.22,106.45,68.68,99.76,35.69,100.83,39.36,29.75,19.94,10.86,13.9,11.41
7/31/2018,70.63,107.06,68.99,100.81,36.05,100.99,39.32,29.75,19.91,10.86,13.89,11.4
8/1/2018,70.55,107.4,68.71,100.87,36.02,100.36,39.21,29.65,19.91,10.86,13.88,11.39
8/2/2018,70.97,108.44,68.81,102.3,36.37,100.06,38.88,29.39,19.91,10.86,13.88,11.39
8/3/2018,71.22,108.57,69.15,102.2,36.32,100.16,38.91,29.45,19.92,10.86,13.88,11.39
8/6/2018,71.51,108.94,69.21,103.05,36.57,99.89,38.81,29.34,19.92,10.86,13.88,11.39
8/7/2018,71.73,109.3,69.46,103.5,36.74,100.68,39.07,29.5,19.92,10.86,13.88,11.38
8/8/2018,71.69,109.34,69.4,103.32,36.7,100.54,39.12,29.5,19.92,10.86,13.87,11.37
8/9/2018,71.64,109.5,69.27,103.78,36.7,100.87,39.02,29.44,19.93,10.85,13.87,11.38
8/10/2018,71.2,108.97,68.77,103.78,36.56,99.14,38.34,28.93,19.93,10.86,13.89,11.39
8/13/2018,70.89,108.58,68.38,103.16,36.35,98.3,37.99,28.66,19.94,10.86,13.89,11.39
8/14/2018,71.38,109.28,68.88,104.26,36.78,98.04,38,28.72,19.94,10.86,13.88,11.39
8/15/2018,70.8,107.97,68.24,102.95,36.21,96.08,37.48,28.29,19.94,10.86,13.89,11.4
8/16/2018,71.38,108.46,68.87,103.69,36.55,96.59,37.74,28.42,19.94,10.86,13.89,11.4
8/17/2018,71.63,108.37,69.23,104.18,36.75,96.84,37.95,28.58,19.94,10.86,13.89,11.4
8/20/2018,71.82,108.71,69.51,104.6,36.94,97.61,38.2,28.74,19.95,10.86,13.89,11.41
8/21/2018,72.05,108.91,69.83,105.69,37.26,98.32,38.41,28.92,19.95,10.86,13.89,11.41
8/22/2018,72.06,109.36,69.84,106.03,37.3,99.01,38.54,29.07,19.95,10.86,13.89,11.41
8/23/2018,71.92,109.29,69.67,105.94,37.24,98.07,38.29,28.84,19.95,10.86,13.89,11.4
8/24/2018,72.37,110.68,69.99,106.65,37.49,99.13,38.51,29.05,19.95,10.86,13.89,11.41
8/27/2018,72.89,111.48,70.51,107.2,37.67,100.7,38.96,29.43,19.96,10.86,13.89,11.4
8/28/2018,72.91,111.66,70.43,107.46,37.72,100.38,38.9,29.39,19.96,10.86,13.89,11.4
8/29/2018,73.31,112.72,70.68,107.96,37.86,100.78,39.05,29.52,19.95,10.85,13.88,11.39
8/30/2018,73.01,112.16,70.28,107.61,37.62,99.82,38.72,29.23,19.96,10.85,13.88,11.39
8/31/2018,73.07,112.28,70.19,108.22,37.78,99.45,38.51,29.09,19.92,10.85,13.88,11.39
9/4/2018,72.95,112.22,69.99,108.33,37.78,98.37,38.15,28.74,19.93,10.85,13.87,11.39
9/5/2018,72.71,110.3,70.03,107.33,37.51,96.5,37.87,28.48,19.93,10.85,13.87,11.38
9/6/2018,72.44,110.1,69.78,106.99,37.28,95.75,37.71,28.38,19.93,10.84,13.86,11.37
9/7/2018,72.29,109.98,69.61,106.93,37.11,95.33,37.54,28.27,19.93,10.83,13.84,11.35
9/10/2018,72.46,110.35,69.77,107.56,37.33,95.25,37.6,28.27,19.93,10.84,13.84,11.35
9/11/2018,72.7,111.13,69.86,107.93,37.41,95.55,37.62,28.3,19.93,10.83,13.82,11.33
9/12/2018,72.72,111.32,69.96,107.78,37.42,96.05,37.7,28.38,19.93,10.83,13.82,11.33
9/13/2018,73.07,112.02,70.27,107.89,37.46,97.31,38.02,28.6,19.93,10.83,13.82,11.33
9/14/2018,73.15,112.04,70.45,108.29,37.67,97.27,38.11,28.67,19.93,10.82,13.81,11.32
9/17/2018,72.67,110.53,70.34,106.62,37.21,96.59,38.09,28.65,19.93,10.82,13.8,11.31
9/18/2018,73.06,111.31,70.71,107.29,37.39,96.75,38.34,28.89,19.93,10.81,13.78,11.29
9/19/2018,73.07,111.12,70.96,106.57,37.13,97.65,38.5,29.04,19.93,10.81,13.77,11.28
9/20/2018,73.65,112.03,71.55,107.36,37.4,98.91,38.89,29.34,19.94,10.81,13.77,11.27
9/21/2018,73.59,111.84,71.62,106.92,37.35,98.97,39,29.41,19.94,10.8,13.77,11.27
9/24/2018,73.32,111.99,71.22,106.82,37.28,98.47,38.84,29.25,19.94,10.8,13.76,11.27
9/25/2018,73.27,112.33,71.05,107.34,37.32,98.76,39.06,29.23,19.94,10.8,13.75,11.25
9/26/2018,72.97,112.24,70.72,106.79,37.12,99.06,39.1,29.25,19.94,10.8,13.75,11.26
9/27/2018,72.81,112.71,70.75,106.94,37.16,98.81,39.03,29.21,19.95,10.8,13.76,11.27
9/28/2018,72.84,112.51,70.61,107.22,37.21,98.02,38.74,29.03,19.91,10.8,13.78,11.28
10/1/2018,72.95,112.57,71.01,106.1,36.94,98.34,38.77,29.06,19.92,10.8,13.77,11.28
10/2/2018,72.83,111.77,71.01,104.9,36.63,97.37,38.53,28.86,19.92,10.8,13.77,11.28
10/3/2018,72.95,111.94,71.14,105.57,36.88,97.03,38.48,28.8,19.91,10.79,13.74,11.25
10/4/2018,72.3,109.99,70.91,103.82,36.37,94.75,38.13,28.41,19.91,10.78,13.71,11.22
10/5/2018,71.87,109.07,70.6,102.93,36.11,93.81,37.9,28.22,19.91,10.78,13.7,11.2
10/8/2018,71.79,107.88,70.7,102.09,35.91,92.82,37.67,28.07,19.92,10.78,13.71,11.21
10/9/2018,71.66,107.75,70.48,101.42,35.66,92.31,37.62,27.99,19.92,10.78,13.69,11.18
10/10/2018,69.34,103.08,68.65,97.77,34.43,89.12,37.08,27.42,19.92,10.77,13.66,11.15
10/11/2018,67.95,101.77,67.13,96.24,33.81,88.16,36.56,27.01,19.93,10.77,13.67,11.16
10/12/2018,68.83,104.41,67.6,97.39,34.1,89.98,36.77,27.27,19.93,10.77,13.67,11.16
10/15/2018,68.52,103.38,67.38,97.49,34.15,89.06,36.74,27.16,19.93,10.78,13.67,11.16
10/16/2018,70.05,106.66,68.52,100.35,34.98,91.19,37.34,27.65,19.93,10.78,13.67,11.16
10/17/2018,69.99,106.43,68.47,99.83,34.8,90.63,37.05,27.47,19.93,10.78,13.68,11.17
10/18/2018,68.96,104.24,67.68,97.98,34.15,88.3,36.42,27.02,19.93,10.77,13.67,11.16
10/19/2018,68.82,103.69,67.72,96.56,33.76,88.71,36.59,27.14,19.93,10.77,13.67,11.16
10/22/2018,68.54,103.9,67.15,96.77,33.77,89.18,36.5,27.1,19.93,10.77,13.67,11.16
10/23/2018,68.14,103.36,66.87,96.06,33.54,88.06,36.13,26.78,19.93,10.78,13.69,11.18
10/24/2018,65.99,99.31,64.81,92.1,32.21,84.95,35.22,26.11,19.94,10.78,13.69,11.19
10/25/2018,67.22,101.93,65.9,93.82,32.76,87.05,35.53,26.39,19.94,10.78,13.69,11.19
10/26/2018,66.11,99.77,65.03,92.66,32.34,85.93,35.26,26.17,19.95,10.78,13.7,11.19
10/29/2018,65.68,98.12,64.87,91.94,32.16,84.56,35.16,26,19.95,10.78,13.7,11.19
10/30/2018,66.74,99.67,65.86,94.15,32.86,85.75,35.54,26.31,19.95,10.78,13.69,11.18
10/31/2018,67.45,102.1,66.35,95.24,33.28,87.58,35.86,26.61,19.91,10.77,13.67,11.16
11/1/2018,68.29,103.62,66.96,97.23,33.87,89.79,36.37,27.02,19.91,10.77,13.66,11.15
11/2/2018,67.93,103.19,66.54,97.23,33.61,90.3,36.38,27.09,19.9,10.77,13.64,11.13
11/5/2018,68.24,103.23,67.06,97.04,33.77,89.94,36.44,27.14,19.91,10.77,13.64,11.13
11/6/2018,68.66,103.77,67.4,97.23,33.98,90.01,36.5,27.2,19.91,10.76,13.64,11.12
11/7/2018,70.06,106.82,68.41,99.39,34.65,91.72,36.96,27.53,19.91,10.77,13.65,11.13
11/8/2018,69.89,106.58,68.18,99.04,34.45,90.25,36.63,27.25,19.91,10.77,13.65,11.14
11/9/2018,69.2,104.76,67.63,97.31,34,88.66,36.36,27.01,19.91,10.77,13.66,11.15
11/12/2018,67.85,101.96,66.57,95.08,33.32,86.49,35.72,26.56,19.92,10.78,13.68,11.17
11/13/2018,67.76,102.09,66.48,95.02,33.25,87.51,35.91,26.68,19.92,10.78,13.67,11.16
11/14/2018,67.26,101.24,66.12,94.24,32.99,87.9,36,26.7,19.92,10.78,13.67,11.16
11/15/2018,68.02,102.96,66.7,95.68,33.29,88.92,36.14,26.89,19.93,10.78,13.69,11.17
11/16/2018,68.17,102.83,66.89,95.76,33.3,88.59,36.17,26.91,19.93,10.79,13.7,11.19
11/19/2018,66.99,99.55,66.23,92.8,32.43,87.23,35.88,26.72,19.94,10.79,13.71,11.19
11/20/2018,65.81,98.15,65,91.37,31.83,85.37,35.3,26.26,19.94,10.79,13.72,11.21
11/21/2018,66.12,99.1,65.31,92.83,32.24,86.83,35.7,26.57,19.94,10.79,13.72,11.21
11/23/2018,65.76,98.77,64.89,92.87,32.17,86.38,35.44,26.43,19.94,10.79,13.73,11.22
11/26/2018,66.78,101.07,65.74,94.49,32.71,88.22,35.91,26.74,19.94,10.8,13.73,11.22
11/27/2018,66.87,101.24,65.77,93.7,32.46,88,35.84,26.69,19.94,10.8,13.74,11.22
11/28/2018,68.42,104.35,66.97,96.48,33.31,90.06,36.32,27.07,19.95,10.8,13.74,11.22
11/29/2018,68.29,104.13,66.88,96.46,33.23,89.64,36.22,27,19.95,10.81,13.76,11.24
11/30/2018,68.85,104.84,67.14,97.05,33.38,89.74,36.13,26.94,19.9,10.82,13.78,11.26
12/3/2018,69.6,106.28,67.67,98.43,33.83,91.61,36.53,27.29,19.9,10.82,13.78,11.26
12/4/2018,67.29,102.42,65.66,94.47,32.52,89.1,35.77,26.73,19.9,10.83,13.82,11.3
12/6/2018,67.23,103.13,65.25,94.3,32.54,87.98,35.23,26.38,19.91,10.84,13.85,11.33
12/7/2018,65.69,99.98,64.04,91.77,31.71,86.7,34.87,26.13,19.91,10.84,13.85,11.33
12/10/2018,65.75,100.75,63.87,91.78,31.63,86.19,34.54,25.87,19.92,10.84,13.85,11.33
12/11/2018,65.71,100.82,63.72,91.68,31.6,86.24,34.56,25.86,19.92,10.84,13.85,11.32
12/12/2018,66.1,101.65,64.1,92.68,31.91,87.65,35.12,26.28,19.92,10.84,13.84,11.31
12/13/2018,65.96,101.12,64.09,91.14,31.48,87.43,35.17,26.33,19.92,10.84,13.83,11.3
12/14/2018,64.77,99.14,62.97,89.65,31.05,85.78,34.67,25.95,19.92,10.84,13.83,11.29
12/17/2018,63.38,96.5,61.91,87.19,30.25,84.25,34.34,25.71,19.93,10.84,13.84,11.3
12/18/2018,63.39,88.34,55.96,78.93,27.6,79.92,32.33,25.7,19.94,10.85,13.86,11.32
12/19/2018,62.4,86.57,55.39,77.61,27.08,79.1,32.13,25.53,19.94,10.85,13.87,11.33
12/20/2018,61.41,84.8,54.58,76.07,26.57,78.29,31.91,25.42,19.94,10.86,13.89,11.35
12/21/2018,59.77,82.39,53.58,74.08,25.97,77.06,31.4,24.78,19.9,10.86,13.9,11.36
12/24/2018,58.19,80.67,52.2,72.62,25.38,76.03,31.15,24.62,19.91,10.86,13.9,11.36
12/26/2018,61.08,85.45,54.48,76.55,26.77,78.75,31.91,25.17,19.91,10.86,13.9,11.36
12/27/2018,61.57,86.19,54.85,76.94,26.94,78.61,31.74,25.1,19.91,10.86,13.91,11.37
12/28/2018,61.55,86.15,54.81,76.97,26.89,78.9,31.96,25.26,19.92,10.86,13.91,11.37
12/31/2018,62.09,86.92,55.2,77.77,27.16,79.22,32.1,25.37,19.93,10.86,13.91,11.37
1/2/2019,62.15,86.84,55.46,77.6,27.15,78.7,32.02,25.29,19.93,10.87,13.92,11.38
1/3/2019,60.71,84.29,54.48,75.64,26.54,77.02,31.74,25.06,19.94,10.88,13.96,11.42
1/4/2019,62.81,87.9,56.18,78.55,27.53,80.14,32.66,25.8,19.94,10.88,13.96,11.42
1/7/2019,63.35,89.25,56.38,80.01,28,81.1,32.81,25.93,19.94,10.88,13.96,11.42
1/8/2019,64.02,90.07,56.76,81.35,28.48,81.53,32.97,26.04,19.93,10.88,13.95,11.4
1/9/2019,64.35,90.83,57.12,82.19,28.74,83.21,33.34,26.4,19.94,10.88,13.94,11.38
1/10/2019,64.66,91.22,57.32,82.64,28.82,83.32,33.48,26.49,19.94,10.88,13.94,11.38
1/11/2019,64.66,90.97,57.41,82.71,28.83,82.9,33.38,26.41,19.94,10.89,13.95,11.4
1/14/2019,64.29,90.19,57.22,82,28.61,82.12,33.23,26.28,19.95,10.89,13.95,11.4
1/15/2019,64.97,91.76,57.52,82.86,28.88,83.11,33.42,26.44,19.95,10.89,13.96,11.41
1/16/2019,65.16,92.12,57.73,83.15,29.03,83.23,33.5,26.51,19.96,10.89,13.96,11.4
1/17/2019,65.67,92.79,58.14,83.98,29.33,83.48,33.56,26.6,19.96,10.89,13.96,11.4
1/18/2019,66.52,93.89,58.94,85.14,29.7,84.12,33.89,26.84,19.96,10.89,13.96,11.39
1/22/2019,65.57,92.31,58.12,83.63,29.18,82.56,33.47,26.51,19.96,10.9,13.95,11.39
1/23/2019,65.67,92.16,58.3,83.48,29.18,82.72,33.53,26.6,19.97,10.89,13.94,11.37
1/24/2019,65.83,92.67,58.28,84.25,29.38,83.15,33.64,26.67,19.98,10.9,13.94,11.37
1/25/2019,66.44,93.98,58.88,85.54,29.83,84.39,34.02,26.99,19.98,10.9,13.94,11.37
1/28/2019,65.96,92.98,58.46,85.1,29.68,84,33.8,26.83,19.98,10.9,13.94,11.37
1/29/2019,65.86,92.24,58.58,84.84,29.65,83.82,33.83,26.92,19.98,10.9,13.95,11.38
1/30/2019,66.85,94,59.3,85.94,30.07,85.16,34.24,27.22,19.99,10.9,13.96,11.38
1/31/2019,67.43,95.15,59.62,86.61,30.23,85.91,34.31,27.31,19.96,10.91,13.99,11.42
2/1/2019,67.54,95.3,59.73,86.99,30.38,85.81,34.23,27.25,19.96,10.91,13.99,11.42
2/4/2019,68.02,96.27,60.03,87.86,30.6,86.09,34.3,27.32,19.96,10.91,13.98,11.4
2/5/2019,68.33,97.01,60.24,88.12,30.75,87.18,34.62,27.54,19.96,10.92,13.98,11.41
2/6/2019,68.18,96.3,60.18,88.04,30.69,86.79,34.52,27.4,19.96,10.92,13.99,11.41
2/7/2019,67.59,95.45,59.56,87.21,30.55,85.35,34.06,27.07,19.97,10.92,14.01,11.43
2/8/2019,67.66,95.75,59.49,87.51,30.55,85.16,33.86,26.94,19.97,10.93,14.02,11.45
2/11/2019,67.77,95.76,59.56,88.12,30.74,85.42,33.88,26.9,19.98,10.93,14.02,11.45
2/12/2019,68.64,97.23,60.34,89.51,31.1,86.67,34.24,27.2,19.98,10.93,14.01,11.44
2/13/2019,68.85,97.4,60.56,89.72,31.21,86.86,34.18,27.18,19.98,10.92,14.01,11.43
2/14/2019,68.72,97.56,60.37,89.95,31.29,86.69,34.18,27.19,19.98,10.92,14.01,11.44
2/15/2019,69.49,98.23,61.24,91.01,31.68,87.22,34.48,27.43,19.98,10.93,14.02,11.44
2/19/2019,69.61,98.37,61.34,91.03,31.66,87.55,34.62,27.56,19.99,10.93,14.02,11.45
2/20/2019,69.74,98.01,61.55,91.26,31.77,88.01,34.79,27.72,20,10.93,14.03,11.45
2/21/2019,69.5,97.59,61.31,91,31.66,87.61,34.75,27.64,19.99,10.93,14.02,11.44
2/22/2019,69.98,98.95,61.63,92.11,31.97,88.48,34.95,27.81,20,10.93,14.03,11.45
2/25/2019,70.07,99.27,61.78,92.66,31.91,89.22,35.08,27.91,20,10.93,14.03,11.45
2/26/2019,69.96,99.27,61.71,92.13,31.76,89.56,35.2,28,20.01,10.94,14.04,11.46
2/27/2019,69.99,99.43,61.69,92.58,31.82,89.66,35.11,27.9,20.01,10.94,14.04,11.46
2/28/2019,69.8,99.37,61.38,92.1,31.71,89.58,35.01,27.77,19.96,10.93,14.03,11.45
3/1/2019,70.28,100.22,61.77,93.03,31.9,89.97,35.08,27.87,19.96,10.93,14.02,11.44
3/4/2019,69.95,99.36,61.56,92.02,31.59,90.1,35.03,27.84,19.97,10.93,14.02,11.44
3/5/2019,69.85,99.25,61.42,91.79,31.49,90.5,35.05,27.88,19.97,10.93,14.02,11.44
3/6/2019,69.29,98.56,60.99,90.27,31.11,90.01,34.94,27.79,19.97,10.93,14.03,11.45
3/7/2019,68.75,97.69,60.57,89.61,30.87,88.29,34.47,27.47,19.98,10.94,14.05,11.48
3/8/2019,68.62,97.46,60.37,89.33,30.77,87.86,34.3,27.35,19.98,10.94,14.06,11.49
3/11/2019,69.64,99.28,61.18,90.95,31.26,89.36,34.71,27.63,19.99,10.94,14.06,11.49
3/12/2019,69.84,99.71,61.38,91.22,31.36,89.42,34.79,27.71,19.99,10.94,14.07,11.5
3/13/2019,70.3,100.46,61.87,91.69,31.53,90.09,35.04,27.87,19.99,10.94,14.07,11.5
3/14/2019,70.24,100.28,61.85,91.25,31.47,89.91,34.98,27.8,20,10.94,14.06,11.5
3/15/2019,70.56,100.76,62.07,91.52,31.49,90.88,35.35,28.06,20,10.94,14.07,11.51
3/18/2019,70.84,101.2,62.44,92.06,31.66,91.34,35.6,28.26,20,10.94,14.08,11.51
3/19/2019,70.79,101.34,62.43,92.03,31.57,91.61,35.64,28.28,20,10.94,14.07,11.51
3/20/2019,70.54,101.39,62.03,91.38,31.33,91.87,35.61,28.29,20.01,10.94,14.08,11.53
3/21/2019,71.34,102.45,62.51,92.8,31.75,91.99,35.58,28.29,20.02,10.95,14.11,11.56
3/22/2019,69.49,99.96,61.25,89.65,30.8,89.93,34.93,27.69,20.03,10.96,14.14,11.6
3/25/2019,69.46,100.01,61.13,89.78,30.87,89.89,34.87,27.65,20.04,10.96,14.16,11.61
3/26/2019,69.99,100.39,61.64,90.5,31.13,90.39,35.04,27.82,20.04,10.96,14.16,11.61
3/27/2019,69.66,99.68,61.36,89.91,31.01,90.02,34.99,27.75,20.05,10.97,14.18,11.63
3/28/2019,69.98,100.2,61.51,90.75,31.33,90.24,34.98,27.73,20.05,10.97,14.18,11.63
3/29/2019,70.43,101.02,61.8,91.42,31.44,91.04,35.13,27.88,20,10.97,14.18,11.63
4/1/2019,71.24,102.19,62.52,92.44,31.85,92.23,35.55,28.22,20,10.97,14.17,11.62
4/2/2019,71.23,102.42,62.42,92.38,31.82,92.31,35.61,28.24,20,10.97,14.17,11.62
4/3/2019,71.42,103.02,62.46,92.96,31.98,93.15,35.94,28.45,20,10.96,14.15,11.6
4/4/2019,71.56,102.69,62.76,92.79,32.03,93.11,35.96,28.44,20,10.96,14.14,11.6
4/5/2019,71.94,103.31,63.09,93.6,32.23,93.7,35.99,28.5,20,10.96,14.14,11.6
4/8/2019,71.99,103.28,63.16,93.57,32.23,93.85,35.99,28.56,20,10.96,14.14,11.6
4/9/2019,71.53,102.78,62.71,92.67,31.93,93.38,35.85,28.44,20.01,10.96,14.15,11.6
4/10/2019,71.87,103.41,62.91,93.78,32.26,93.85,36,28.54,20.01,10.96,14.15,11.61
4/11/2019,71.88,103.27,62.86,93.82,32.29,93.35,35.89,28.43,20.01,10.96,14.15,11.61
4/12/2019,72.35,103.66,63.25,94.25,32.44,94.27,36.08,28.59,20.01,10.96,14.15,11.61
4/15/2019,72.28,103.59,63.25,94.18,32.35,94.22,36.11,28.62,20.01,10.96,14.15,11.61
4/16/2019,72.31,103.67,63.5,94.06,32.31,94.98,36.18,28.67,20.01,10.96,14.14,11.6
4/17/2019,72.06,103.06,63.51,92.93,32.01,95.02,36.29,28.72,20.01,10.95,14.13,11.59
4/18/2019,72.16,103.26,63.58,92.91,32.04,94.94,36.22,28.69,20.02,10.95,14.14,11.6
4/22/2019,72.21,103.75,63.64,92.95,31.98,94.75,36.17,28.65,20.02,10.96,14.14,11.6
4/23/2019,72.91,105.09,64.1,94.4,32.41,95.07,36.22,28.72,20.03,10.96,14.15,11.61
4/24/2019,72.79,104.79,63.9,94.74,32.44,94.27,35.88,28.46,20.04,10.96,14.17,11.63
4/25/2019,72.7,105.26,63.8,94.14,32.18,93.95,35.82,28.41,20.04,10.96,14.17,11.64
4/26/2019,73.09,105.85,64.2,94.99,32.44,94.74,36.05,28.54,20.04,10.97,14.19,11.66
4/29/2019,73.19,106.17,64.4,95.33,32.46,95.16,36.21,28.62,20.05,10.97,14.19,11.66
4/30/2019,73.23,105.85,64.54,95.09,32.4,95.13,36.25,28.65,20.01,10.97,14.19,11.66
5/1/2019,72.66,104.98,64.05,94.21,32.08,94.77,36.06,28.5,20,10.97,14.2,11.68
5/2/2019,72.55,104.73,63.83,94.65,32.19,94.54,36.02,28.46,20,10.97,14.2,11.67
5/3/2019,73.33,106.19,64.37,96.37,32.61,96.24,36.28,28.7,20,10.97,14.21,11.68
5/6/2019,73.05,105.76,64.11,96.09,32.52,94.71,35.91,28.38,20.01,10.97,14.22,11.69
5/7/2019,71.82,103.64,63.16,94.15,31.87,92.84,35.3,27.98,20.01,10.98,14.23,11.71
5/8/2019,71.69,103.55,63.02,93.79,31.79,92.99,35.28,27.95,20.01,10.98,14.25,11.72
5/9/2019,71.51,103.21,62.92,93.52,31.73,91.96,34.97,27.69,20.02,10.98,14.25,11.73
5/10/2019,71.78,103.44,63.24,93.48,31.88,92.26,35.12,27.83,20.02,10.98,14.26,11.74
5/13/2019,69.98,100.1,61.81,90.24,30.91,89.56,34.44,27.25,20.03,10.99,14.27,11.75
5/14/2019,70.61,101.46,62.31,91.57,31.25,90.73,34.76,27.47,20.04,10.99,14.28,11.76
5/15/2019,71.02,102.65,62.48,92.06,31.3,91.4,34.87,27.58,20.04,11,14.29,11.77
5/16/2019,71.66,103.88,62.91,92.81,31.55,91.82,35,27.69,20.04,11,14.3,11.78
5/17/2019,71.18,102.89,62.55,91.55,31.22,90.28,34.72,27.46,20.04,11,14.3,11.77
5/20/2019,70.69,101.74,62.23,90.82,31,88.81,34.54,27.36,20.04,11,14.3,11.77
5/21/2019,71.34,102.77,62.8,92.08,31.43,89.52,34.75,27.53,20.04,11,14.28,11.75
5/22/2019,71.1,102.77,62.27,91.58,31.13,88.96,34.63,27.44,20.04,11,14.28,11.75
5/23/2019,70.19,101.08,61.42,89.86,30.57,87.69,34.22,27.15,20.05,11,14.3,11.77
5/24/2019,70.35,101.33,61.57,90.53,30.73,88.35,34.58,27.37,20.05,11.01,14.3,11.77
5/28/2019,69.77,101.2,60.95,89.99,30.55,88.25,34.35,27.26,20.06,11.01,14.31,11.77
5/29/2019,69.28,100.15,60.64,89.09,30.25,87.37,34.11,27.1,20.06,11.02,14.32,11.79
5/30/2019,69.4,100.72,60.65,89.33,30.3,87.61,34.25,27.18,20.07,11.02,14.33,11.8
5/31/2019,68.52,99.43,59.89,88.34,29.96,86.87,34.07,27.07,20.03,11.02,14.35,11.82
6/3/2019,68.36,97.6,60.21,88.14,30.06,87.18,34.34,27.27,20.05,11.03,14.36,11.83
6/4/2019,69.87,100.25,61.45,90.64,30.78,87.99,34.73,27.51,20.05,11.03,14.35,11.82
6/5/2019,70.4,101.54,61.64,91.09,30.91,87.98,34.66,27.48,20.06,11.03,14.36,11.82
6/6/2019,70.78,102.21,62,91.13,30.99,88.41,34.73,27.55,20.06,11.03,14.35,11.82
6/7/2019,71.49,103.92,62.47,91.92,31.13,89.66,35.11,27.83,20.06,11.04,14.37,11.84
6/10/2019,71.84,104.75,62.74,92.72,31.29,90.51,35.22,27.94,20.06,11.03,14.36,11.83
6/11/2019,71.78,104.5,62.72,92.52,31.24,91.3,35.41,28.11,20.06,11.03,14.35,11.81
6/12/2019,71.66,104.27,62.5,92.63,31.29,90.61,35.16,27.92,20.06,11.03,14.35,11.81
6/13/2019,72.02,104.62,62.84,93.37,31.54,90.63,35.16,27.94,20.07,11.03,14.35,11.81
6/14/2019,71.58,104.32,61.99,92.66,31.32,89.78,34.9,27.73,20.07,11.03,14.35,11.81
6/17/2019,71.69,104.98,61.92,93.18,31.46,89.98,34.81,27.68,20.07,11.03,14.35,11.81
6/18/2019,72.41,106.08,62.64,94.27,31.78,91.49,35.34,28.07,20.07,11.03,14.35,11.81
6/19/2019,72.64,106.91,62.72,94.75,31.92,92.36,35.65,28.29,20.09,11.03,14.35,11.81
6/20/2019,73.29,107.81,63.47,95.3,32.12,93.68,36.02,28.29,20.1,11.04,14.36,11.82
6/21/2019,73.13,107.56,63.5,94.62,31.85,93.51,35.91,28.22,20.1,11.04,14.36,11.82
6/24/2019,72.9,107.09,63.33,93.57,31.6,93.4,35.86,28.22,20.1,11.05,14.37,11.83
6/25/2019,72.22,105.34,62.83,92.87,31.33,92.4,35.6,28.04,20.11,11.05,14.38,11.84
6/26/2019,72.12,105.47,62.85,92.72,31.27,92.75,35.67,28.08,20.1,11.05,14.38,11.84
6/27/2019,72.54,106.2,63.07,94.1,31.67,93.44,35.85,28.22,20.1,11.05,14.38,11.84
6/28/2019,73.04,106.76,63.48,95.26,32,93.98,35.98,28.32,20.06,11.05,14.37,11.83
7/1/2019,73.57,107.82,63.98,95.7,32.16,94.89,36.19,28.46,20.06,11.05,14.38,11.84
7/2/2019,73.72,108.3,63.93,95.47,32.12,95.19,36.3,28.57,20.06,11.05,14.38,11.84
7/3/2019,74.32,109.21,64.33,96.29,32.41,95.56,36.46,28.68,20.06,11.05,14.39,11.85
7/5/2019,74.23,109.08,64.31,96.34,32.48,95.13,36.31,28.52,20.06,11.05,14.38,11.84
7/8/2019,73.83,108.45,63.96,95.5,32.23,94.19,36.03,28.31,20.05,11.05,14.38,11.85
7/9/2019,73.97,109.14,63.99,95.74,32.27,94.12,35.9,28.22,20.05,11.05,14.39,11.85
7/10/2019,74.27,109.79,64.16,95.94,32.29,94.25,36.04,28.33,20.06,11.06,14.4,11.86
7/11/2019,74.39,110.14,64.45,95.85,32.28,93.98,36.06,28.35,20.07,11.07,14.4,11.86
7/12/2019,74.77,110.24,64.84,96.6,32.56,93.8,36.11,28.39,20.07,11.07,14.41,11.86
7/15/2019,74.75,110.46,64.77,96.41,32.47,94.22,36.14,28.43,20.08,11.07,14.41,11.86
7/16/2019,74.52,109.89,64.6,96.28,32.43,94.05,36.03,28.34,20.07,11.07,14.41,11.85
7/17/2019,74.05,109.6,64.04,95.84,32.17,94.04,35.89,28.28,20.08,11.07,14.42,11.87
7/18/2019,74.32,109.55,64.31,96.25,32.3,94.43,35.99,28.36,20.09,11.08,14.42,11.87
7/19/2019,73.87,108.68,64.15,95.84,32.12,94.1,35.86,28.29,20.08,11.08,14.42,11.87
7/22/2019,74.05,109.29,64.31,95.87,32.1,94.4,35.92,28.32,20.09,11.08,14.43,11.87
7/23/2019,74.55,109.84,64.85,96.57,32.27,95.14,36.08,28.43,20.09,11.08,14.43,11.88
7/24/2019,75.02,110.69,65.12,98.06,32.7,95.54,36.1,28.46,20.09,11.08,14.44,11.88
7/25/2019,74.56,109.81,64.74,97.12,32.42,94.4,35.84,28.25,20.09,11.08,14.44,11.88
7/26/2019,75.15,110.94,65.21,98.14,32.63,94.56,35.97,28.28,20.09,11.08,14.44,11.89
7/29/2019,74.97,110.25,65.04,97.59,32.45,94.41,35.95,28.25,20.09,11.09,14.45,11.89
7/30/2019,74.88,109.61,65.04,97.99,32.65,93.46,35.68,28.05,20.1,11.09,14.45,11.9
7/31/2019,74.09,108.11,64.41,96.74,32.39,92.45,35.34,27.78,20.05,11.09,14.45,11.9
